participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,RecalledonDay1,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,Prime,PrimePosition,PrimeBlock
KW,,8002.425,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,BABY,2282.475,Studied,4,1,Recalled,NA,4,Related,TOMB,GRAVE,NA,unrelated,,,
KW,SHIP,3500.715,Studied,42,3,Recalled,NA,"1,14",firstword,firstword,NA,NA,firstword,,,
KW,PACKAGE,2416.66,Studied,1,4,Recalled,NA,13,Identical,STAMP,NA,NA,related,stamp,13,4
KW,,8002.58,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,PRISON,2082.575,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
KW,,8002.405,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,STEAL,2448.98,Studied,3,1,Recalled,NA,1,firstword,firstword,NA,NA,firstword,,,
KW,DRUG,2333.01,Studied,NA,NA,Recalled,NA,NA,NA,NA,NA,NA,unrelated,,,
KW,WOOD,5583.9,Studied,41,1,Recalled,Identical,"9,21",Identical,MATH,NA,NA,identical,wood,8,1
KW,STORE,3183.335,Studied,2,3,Recalled,NA,6,Unrelated,CHAIN,NA,NA,unrelated,,,
KW,,8002.985,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,SHERRIFF,2771.09,Studied,NA,NA,Recalled,NA,19,Related,IMMORAL,WRONG,NA,unrelated,,,
KW,,8002.2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8002.135,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,TRUCK,4699.955,Not Studied,NA,NA,Recalled,NA,22,Identical,PLANE,NA,NA,unrelated,,,
KW,LOAD,1850.93,Not Studied,NA,NA,Recalled,NA,26,Unrelated,WORST,NA,NA,unrelated,,,
KW,,8001.59,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,PRIDE,5200.61,Studied,1,2,Recalled,NA,8,Related,SHRINK,SMALL,NA,unrelated,,,
KW,,8002.545,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8001.875,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8002.185,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,IGNORANT,6200.025,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
KW,,8002.91,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7991.23,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8002.27,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7998.53,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8000.645,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,TOOL,4683.605,Studied,30,4,Recalled,NA,10,Related,PRECISE,EXACT,NA,unrelated,,,
KW,SCREW,3783.45,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
KW,,8002.775,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8001.865,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8000.81,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,HELP,4166.92,Not Studied,NA,NA,NotRecalled,NA,23,Unrelated,WILD,NA,NA,unprimed,,,
KW,SING,3800.31,Studied,30,3,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
KW,,8002.645,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,DAD,5440.485,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
KW,,8002.8,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8000.525,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8003.465,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8001.57,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8001.24,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7990.44,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7990.38,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,MARRY,2383.295,Studied,31,4,Recalled,NA,2,Unrelated,PLANT,NA,NA,unrelated,,,
KW,PRISON,1666.615,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
KW,MURDER,5017.035,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,related,kill,41,1
KW,,8002.995,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8000.38,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,AISLE,2050.04,Not Studied,NA,NA,NotRecalled,NA,NA,NA,NA,NA,NA,unprimed,,,
KW,,8002.55,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7988.24,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8002.605,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7989.805,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7999.595,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7989.965,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8001.41,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7988.685,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7990.325,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7990.59,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8000.815,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7992.825,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8000.89,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7995.525,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8000.9,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8011.075,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7991.605,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7997.995,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8003.01,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7989.53,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8000.58,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7996.58,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8001.16,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7994.365,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8001.595,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8001.85,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8000.85,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7989.305,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7991.255,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,7991.48,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,8000.87,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,
KW,,1884.015,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,,