RecalledWord,StudyPosition,Block
DIRT,1,1
BELOW,2,1
FIVE,3,1
WHEAT,4,1
SHOES,5,1
HOTEL,6,1
NOISE,7,1
GHOST,8,1
DEAF,9,1
STOMACH,10,1
DOOR,11,1
WORLD,12,1
THIEF,13,1
STARS,14,1
GEEK,15,1
SWEET,16,1
KILL,17,1
MINOR,18,1
SMOKE,19,1
POUND,20,1
SMILE,21,1
FROG,22,1
SOUTH,23,1
LAKE,24,1
PRESENT,25,1
DUSK,26,1
SWAMP,27,1
HOOP,28,1
BRIDE,29,1
KISS,30,1
JUMP,31,1
DEVIL,32,1
PICTURE,33,1
LEARN,34,1
CAMP,35,1
TRASH,36,1
TIGHT,37,1
SORRY,38,1
TRAIN,39,1
BLACK,40,1
LAND,41,1
ROAD,42,1
VERB,1,2
SQUARE,2,2
NOSE,3,2
SUPPER,4,2
FIRST,5,2
READ,6,2
CLUE,7,2
NAVY,8,2
CHAIN,9,2
TEST,10,2
HUNGER,11,2
BALLET,12,2
ARGUE,13,2
TOUR,14,2
SOAP,15,2
SPIDER,16,2
BUCKET,17,2
SEEK,18,2
PURPLE,19,2
BUTTER,20,2
BRANCH,21,2
WILD,22,2
THIRST,23,2
TOES,24,2
MOST,25,2
INHALE,26,2
TENNIS,27,2
ALIVE,28,2
LOOK,29,2
CANDLE,30,2
KIDNAP,31,2
STATES,32,2
MOTHER,33,2
PAIN,34,2
BORROW,35,2
NEWS,36,2
LESS,37,2
MIDDLE,38,2
WINTER,39,2
WAITER,40,2
SLOW,41,2
THREAD,42,2
GRASS,1,3
QUEEN,2,3
THERE,3,3
MUSCLE,4,3
TIGER,5,3
MINUS,6,3
SHOVE,7,3
PEPPER,8,3
CLOSE,9,3
EARLY,10,3
ENTER,11,3
YOURS,12,3
SHARK,13,3
FENCE,14,3
OFFICE,15,3
WORST,16,3
CORAL,17,3
MEAN,18,3
ROCK,19,3
FINGER,20,3
WHOLE,21,3
QUART,22,3
SHORT,23,3
WHERE,24,3
SPOON,25,3
BEHIND,26,3
TEETH,27,3
PLANT,28,3
PHONE,29,3
CANCER,30,3
MINUTE,31,3
HORSE,32,3
ANIMAL,33,3
DOLLAR,34,3
THROW,35,3
LEAVES,36,3
CLOCK,37,3
GIRLS,38,3
FOUND,39,3
BEFORE,40,3
LEMON,41,3
UNCLE,42,3
SELLER,1,4
FRIGHT,2,4
CHAIR,3,4
GUITAR,4,4
HORN,5,4
CHEESE,6,4
MONEY,7,4
LENGTH,8,4
BIRD,9,4
GROSS,10,4
NUMBER,11,4
PICKLE,12,4
JAIL,13,4
BEACH,14,4
WEIGHT,15,4
FLOWER,16,4
LAWYER,17,4
OUTTAKE,18,4
RIGHT,19,4
TWELVE,20,4
NICKEL,21,4
BOMB,22,4
STOP,23,4
SONG,24,4
ORANGE,25,4
GLORY,26,4
DAGGER,27,4
STAIRS,28,4
SHEETS,29,4
CRACKER,30,4
CLAM,31,4
STORY,32,4
WORK,33,4
NEPHEW,34,4
WEST,35,4
CHANGE,36,4
SMOOTH,37,4
FISH,38,4
EGGS,39,4
STREAM,40,4
DREAM,41,4
YELLOW,42,4